Title,Year,Certificate,Length,Genre,Rating
The Odd Couple II,1998,R,97,"Adventure, Comedy            ",6.4
Love and Honor,2013,R,100,"Drama, Romance, War            ",5.7
Resurrection,1999,Not Rated,108,"Crime, Drama, Horror            ",6.1
Santas Slay,2005,R,78,"Comedy, Fantasy, Horror            ",5.3
Camp Nowhere,1994,Not Rated,96,"Adventure, Comedy, Family            ",6.0
Ballad of a Soldier,1959,Not Rated,88,"Drama, Romance, War            ",8.2
The Little Vampire,2000,PG,95,"Adventure, Comedy, Family            ",5.7
Passion Play,2010,R,94,"Drama, Fantasy, Horror            ",4.5
City Hunter,1993,PG-13,100,"Action, Comedy, Crime            ",6.3
Winter Passing,2005,R,98,"Comedy, Drama            ",6.2
The Hound of the Baskervilles,1939,Passed,80,"Crime, Horror, Mystery            ",7.4
Without a Clue,1988,PG,107,"Comedy, Crime, Mystery            ",6.9
The Last Winter,2006,Not Rated,101,"Horror, Mystery, Thriller            ",5.5
The Eighth Day,1996,Unrated,118,"Comedy, Drama            ",7.5
Tokyo!,2008,R,112,"Comedy, Drama, Fantasy            ",7.0
Martin,1977,Approved,95,"Drama, Horror            ",7.0
The Fountainhead,1949,PG,114,"Drama, Romance            ",7.0
RocketMan,1997,PG,95,"Comedy, Family, Sci-Fi            ",5.9
Crime Busters,1977,Approved,98,"Action, Comedy, Adventure            ",7.1
"Sorry, Wrong Number",1948,Not Rated,89,"Drama, Film-Noir, Mystery            ",7.3
Mangal Pandey,2005,Not Rated,150,"Biography, Drama, History            ",6.5
Aftershock,2010,Not Rated,135,"Drama, History            ",7.5
In Search of a Midnight Kiss,2007,R,90,"Comedy, Romance            ",7.2
Lovelorn,2005,G,142,Drama            ,7.8
Another Day in Paradise,1998,R,101,"Crime, Drama, Thriller            ",6.5
Black Beauty,1994,R,88,"Adventure, Drama, Family            ",6.6
One False Move,1991,Not Rated,105,"Crime, Drama, Thriller            ",7.1
Red Hill,2010,Not Rated,95,"Drama, Thriller, Western            ",6.3
The Trouble with Terkel,2004,R,77,"Animation, Comedy, Musical            ",7.1
The Element of Crime,1984,R,104,"Crime, Drama, Thriller            ",6.7
Mother of Tears,2007,R,102,"Drama, Horror, Thriller            ",5.0
The Other Side of the Door,2016,R,96,"Horror, Thriller            ",5.3
Minis First Time,2006,R,91,"Comedy, Crime, Drama            ",5.8
Panic,2000,Not Rated,88,"Comedy, Crime, Drama            ",6.7
Its All About Love,2003,Unrated,106,"Drama, Romance, Sci-Fi            ",5.3
Hey Ram,2000,R,186,"Crime, Drama, History            ",7.9
StreetDance 2,2012,PG-13,85,"Drama, Music, Romance            ",5.6
Time to Leave,2005,PG,81,Drama            ,7.1
The Man Who Copied,2003,PG-13,124,"Comedy, Crime, Drama            ",7.6
Home Fries,1998,PG,91,"Comedy, Drama, Romance            ",5.1
Vice Versa,1988,R,98,"Comedy, Fantasy            ",5.9
Chicken with Plums,2011,Approved,93,"Comedy, Drama            ",7.0
Tender Mercies,1983,R,92,"Drama, Music            ",7.3
Once Upon a Time in China II,1992,PG,113,"Action, Adventure, Biography            ",7.3
Mr. & Mrs. Smith,1941,PG-13,95,"Comedy, Romance            ",6.3
Who Finds a Friend Finds a Treasure,1981,16+,108,"Adventure, Comedy, Action            ",7.1
Smiley,2012,PG-13,95,"Horror, Mystery, Thriller            ",3.4
Black Orpheus,1959,R,100,"Drama, Musical, Romance            ",7.4
My One and Only,2009,Not Rated,108,"Adventure, Biography, Comedy            ",6.5
When the Wind Blows,1986,PG-13,84,"Animation, Drama, War            ",7.7
Tristana,1970,Passed,99,Drama            ,7.4
Eye of the Needle,1981,G,112,"Romance, Thriller, War            ",7.1
Kid Cannabis,2014,Not Rated,110,"Biography, Comedy, Crime            ",6.4
Metropolitan,1990,R,98,"Comedy, Drama, Romance            ",7.3
After the Thin Man,1936,PG-13,112,"Comedy, Crime, Mystery            ",7.6
The Visitors II: The Corridors of Time,1998,G,118,"Comedy, Fantasy            ",6.1
A Better Tomorrow II,1987,PG-13,105,"Action, Crime, Drama            ",7.2
The Killing Gene,2007,R,104,"Crime, Drama, Horror            ",5.7
Paa,2009,Not Rated,133,"Comedy, Drama            ",7.1
Shotgun Stories,2007,PG-13,92,"Drama, Thriller            ",7.1
Escape to Witch Mountain,1975,Not Rated,97,"Adventure, Family, Fantasy            ",6.3
Eddie,1996,R,100,"Comedy, Sport            ",5.2
Final Girl,2015,R,84,"Horror, Thriller            ",4.7
Wrong,2012,Not Rated,94,"Comedy, Mystery            ",6.2
The Vatican Tapes,2015,R,91,"Horror, Thriller            ",4.7
Broken Blossoms or the Yellow Man and the Girl,1919,R,90,"Drama, Romance            ",7.2
The Singing Detective,2003,Approved,109,"Comedy, Crime, Musical            ",5.4
Avenging Angelo,2002,Not Rated,97,"Action, Comedy, Crime            ",5.1
Anything for Her,2008,Approved,96,"Crime, Drama, Thriller            ",7.1
Ashes and Diamonds,1958,Not Rated,103,"Drama, Romance, War            ",7.7
Trust,1990,Not Rated,107,"Comedy, Crime, Drama            ",7.4
The Details,2011,PG,101,"Comedy, Drama            ",6.1
Bell Book and Candle,1958,R,106,"Comedy, Fantasy, Romance            ",6.8
Blackmail,1929,PG-13,85,"Crime, Drama, Thriller            ",6.9
Quatermass and the Pit,1967,R,97,"Horror, Mystery, Sci-Fi            ",7.0
Bol,2011,R,151,Drama            ,8.2
After Life,1998,Not Rated,119,"Drama, Fantasy            ",7.6
Cirque du Soleil: Worlds Away,2012,Not Rated,91,Fantasy            ,6.7
Numb,2007,PG,93,"Comedy, Drama, Romance            ",6.5
Vavien,2009,R,100,"Comedy, Drama, Thriller            ",7.5
Baggage Claim,2013,PG,96,"Comedy, Romance            ",5.1
Drug War,2012,Not Rated,107,"Action, Crime, Drama            ",7.0
Mustafa Hakkinda Hersey,2004,R,119,"Drama, Thriller            ",7.5
Cold Comes the Night,2013,PG-13,90,"Action, Crime, Mystery            ",5.7
Dumplings,2004,Approved,91,"Drama, Horror            ",6.7
Chachi 420,1997,R,155,"Comedy, Drama, Family            ",7.4
Josh,2000,R,162,"Action, Drama, Musical            ",6.1
The Missouri Breaks,1976,R,126,"Drama, Western            ",6.5
No Entry,2005,Not Rated,158,"Comedy, Drama, Musical            ",6.6
Uncommon Valor,1983,R,105,"Action, Drama, Thriller            ",6.3
Shadows,1958,PG,87,"Drama, Music, Romance            ",7.2
Mere Brother Ki Dulhan,2011,R,139,"Comedy, Drama, Family            ",5.9
Fled,1996,R,98,"Action, Adventure, Crime            ",5.4
Father of Invention,2010,R,93,"Comedy, Drama            ",5.7
The Nuns Story,1959,R,149,Drama            ,7.5
Catacombs,2007,R,100,"Horror, Thriller            ",4.5
The Night Flier,1997,R,97,"Fantasy, Horror, Mystery            ",6.0
Circle of Friends,1995,PG-13,103,"Drama, Romance            ",6.6
Like Someone in Love,2012,Not Rated,109,Drama            ,7.0
DeepStar Six,1989,R,99,"Action, Horror, Sci-Fi            ",5.3
Leonard Part 6,1987,PG,85,"Action, Comedy, Sci-Fi            ",2.2
Foxfire,1996,R,102,"Drama, Romance            ",6.1
Cop & ½,1993,PG,97,"Comedy, Crime, Family            ",4.1
My Bodyguard,1980,PG,102,"Comedy, Drama, Family            ",7.1
"Oh, God!",1977,PG,98,"Comedy, Fantasy            ",6.6
Wuthering Heights,2011,Not Rated,129,"Drama, Romance            ",6.0
Free Willy 3: The Rescue,1997,PG,86,"Adventure, Drama, Family            ",4.7
The Collector,1965,Not Rated,119,"Drama, Thriller            ",7.5
Allan Quatermain and the Lost City of Gold,1986,PG,99,"Action, Adventure, Comedy            ",4.5
September,1987,PG,83,Drama            ,6.5
Your Friends and Neighbors,1998,R,100,"Comedy, Drama, Romance            ",6.3
Kicking and Screaming,1995,R,96,"Comedy, Drama, Romance            ",6.7
The Sea Hawk,1940,Approved,127,"Action, Adventure, History            ",7.6
Airport 1975,1974,PG,107,"Action, Drama, Thriller            ",5.7
Salmer fra kjøkkenet,2003,PG,95,"Comedy, Drama            ",7.3
Greed,1924,Not Rated,140,"Drama, Thriller, Western            ",8.0
The Son,2002,R,99,"Drama, Mystery            ",7.5
Monsters: Dark Continent,2014,R,119,"Action, Drama, Horror            ",4.3
The Draughtsmans Contract,1982,PG,108,"Comedy, Drama, Mystery            ",7.2
My Favorite Year,1982,Passed,92,"Comedy, Drama            ",7.3
My Favorite Wife,1940,R,88,"Comedy, Romance            ",7.3
Günesi Gördüm,2009,PG-13,120,Drama            ,6.6
Dead & Buried,1981,PG-13,94,"Horror, Mystery            ",6.5
The Ramen Girl,2008,Not Rated,102,"Comedy, Drama, Romance            ",6.3
Words and Pictures,2013,PG-13,111,"Comedy, Drama, Romance            ",6.6
Shanghai,2012,Not Rated,120,"Crime, Drama, Mystery            ",7.3
The Most Dangerous Game,1932,Approved,63,"Action, Adventure, Horror            ",7.1
Mouchette,1967,PG-13,81,Drama            ,7.7
Black Sabbath,1963,R,97,Horror            ,7.0
Career Opportunities,1991,R,83,"Comedy, Romance            ",5.8
Belly,1998,R,96,"Crime, Drama            ",6.2
The Fourth Protocol,1987,R,119,Thriller            ,6.5
Avanti!,1972,Not Rated,144,"Comedy, Romance            ",7.2
The Crow: Wicked Prayer,2005,R,99,"Action, Adventure, Comedy            ",3.0
Resolution,2012,PG-13,93,"Drama, Horror, Mystery            ",6.4
Lola Versus,2012,TV-MA,87,Comedy            ,5.5
Troll,1986,R,82,"Comedy, Fantasy, Horror            ",4.6
After Sex,2007,R,77,"Comedy, Drama, Romance            ",5.5
Jack Goes Boating,2010,R,89,"Drama, Romance            ",6.3
Wicked Little Things,2006,R,94,"Drama, Fantasy, Horror            ",5.0
Next of Kin,1989,PG,108,"Action, Crime, Drama            ",5.8
Çalgi Çengi,2011,R,90,Comedy            ,7.0
Water Lilies,2007,TV-14,85,"Drama, Romance            ",6.7
The Long Weekend,2005,Not Rated,90,Comedy            ,5.2
Ice Age: Collision Course,2016,Not Rated,94,"Animation, Adventure, Comedy            ",5.7
No One Killed Jessica,2011,TV-13,136,"Biography, Crime, Drama            ",7.2
Some Kind of Beautiful,2014,R,99,"Comedy, Romance            ",5.7
Children Who Chase Lost Voices,2011,Not Rated,116,"Animation, Adventure, Drama            ",7.1
A Field in England,2013,R,90,"Drama, History, Horror            ",6.2
The World of Apu,1959,R,105,Drama            ,8.5
"Kidnapping, Caucasian Style",1967,PG-13,82,"Adventure, Comedy, Drama            ",8.3
Behaving Badly,2014,R,97,"Comedy, Romance            ",4.4
The Wing or The Thigh?,1976,R,104,"Comedy, Family            ",7.2
Johnny Gaddaar,2007,PG,135,"Crime, Drama, Mystery            ",7.9
The Sleeping Dictionary,2003,Not Rated,109,"Drama, Romance            ",6.5
Desert Heat,1999,R,95,"Action, Comedy, Drama            ",5.1
Screwed,2000,TV-13,81,"Comedy, Crime            ",5.6
Miss Bala,2011,Not Rated,113,"Action, Crime, Drama            ",6.5
Shiri,1999,R,125,"Action, Thriller            ",6.5
Airport 77,1977,PG,114,"Action, Drama, Thriller            ",5.8
Jolly LLB,2013,R,135,"Comedy, Crime, Drama            ",7.5
Hammer of the Gods,2013,R,99,"Action, Horror            ",4.5
Golmaal: Fun Unlimited,2006,R,150,"Action, Comedy, Drama            ",7.4
Gentlemen of Fortune,1971,Not Rated,88,"Comedy, Crime, Drama            ",8.4
Luck by Chance,2009,R,156,Drama            ,7.1
Five Fingers,2006,PG-13,87,"Drama, Thriller            ",6.3
City Heat,1984,R,97,"Action, Comedy, Crime            ",5.5
Dying of the Light,2014,R,94,"Action, Drama, Thriller            ",4.5
Society,1989,PG,99,"Comedy, Horror            ",6.5
Suspect,1987,Not Rated,121,"Crime, Drama, Mystery            ",6.6
Ben & Arthur,2002,PG,85,"Drama, Romance, Thriller            ",1.8
Strangers with Candy,2005,R,97,Comedy            ,5.9
I Hate Valentines Day,2009,Not Rated,98,"Comedy, Romance            ",4.7
Cannibal Ferox,1981,R,93,"Adventure, Horror            ",5.1
The Second Mother,2015,Passed,112,"Comedy, Drama            ",7.7
My Way,2011,PG-13,137,"Action, Drama, War            ",7.6
Operation Dumbo Drop,1995,R,107,"Action, Adventure, Comedy            ",5.2
Ghulam,1998,PG,162,"Action, Crime, Drama            ",7.2
Rock n Roll High School,1979,R,93,"Comedy, Music            ",6.6
Beer League,2006,R,86,"Comedy, Sport            ",5.9
Aamir,2008,R,99,"Action, Crime, Drama            ",7.6
Sound of Noise,2010,PG-13,102,"Comedy, Crime, Music            ",7.2
Waterloo Bridge,1940,R,108,"Drama, Romance, War            ",7.7
Tokyo Sonata,2008,R,120,Drama            ,7.5
Blow Dry,2001,R,90,"Comedy, Drama, Romance            ",6.2
The Big Green,1995,R,100,"Comedy, Family, Sport            ",5.5
The Funeral,1996,R,99,"Crime, Drama            ",6.6
The Gunfighter,1950,Approved,85,Western            ,7.7
The Man with the Golden Arm,1955,Passed,119,"Crime, Drama, Romance            ",7.3
Underdogs,2013,PG,85,"Animation, Adventure, Comedy            ",6.4
Cabin Boy,1994,PG-13,80,"Adventure, Comedy, Romance            ",5.3
Elementarteilchen,2006,R,113,"Drama, Romance            ",6.6
The Ignorant Fairies,2001,R,106,"Drama, Romance            ",7.3
Trick,1999,R,89,"Comedy, Music, Romance            ",7.2
Lonesome Jim,2005,R,91,"Comedy, Drama            ",6.5
The Hairdressers Husband,1990,G,82,"Comedy, Drama, Romance            ",7.1
Tom and Jerry: The Movie,1992,R,84,"Animation, Adventure, Comedy            ",5.4
The Puppet Masters,1994,R,109,"Horror, Sci-Fi, Thriller            ",5.9
Breakfast of Champions,1999,R,110,Comedy            ,4.5
The Stunt Man,1980,Not Rated,131,"Action, Comedy, Drama            ",7.0
Romanzo Criminale,2005,R,152,"Crime, Drama            ",7.2
The Seasoning House,2012,PG-13,90,"Drama, Horror, Thriller            ",6.1
Lornas Silence,2008,PG,105,Drama            ,7.1
A Cry in the Dark,1988,Not Rated,120,"Biography, Drama            ",6.9
Pope Joan,2009,PG-13,149,"Drama, History, Romance            ",6.7
Noel,2004,R,96,Drama            ,6.1
Satan,2006,PG,95,"Comedy, Horror, Thriller            ",5.6
The Cats Meow,2001,R,114,"Crime, Drama, Romance            ",6.4
Unrest,2006,TV-14,88,"Horror, Thriller            ",5.0
Mostly Martha,2001,Not Rated,109,"Comedy, Romance, Drama            ",7.2
Dorm Daze,2003,Not Rated,96,"Comedy, Crime, Mystery            ",4.6
Neds,2010,R,124,Drama            ,6.9
Tere Bin Laden,2010,Approved,95,"Comedy, Drama            ",7.2
A Touch of Sin,2013,R,130,"Crime, Drama            ",7.1
Heartburn,1986,Approved,108,"Comedy, Drama            ",6.1
Pollyanna,1960,Not Rated,134,"Comedy, Drama, Family            ",7.4
Johnny Handsome,1989,Not Rated,94,"Crime, Drama, Thriller            ",6.1
Exodus,1960,R,208,"Action, Drama, War            ",6.7
The Objective,2008,Not Rated,90,"Horror, Sci-Fi, Thriller            ",5.4
Saint,2010,Passed,88,"Comedy, Fantasy, Horror            ",5.6
First Snow,2006,R,101,"Drama, Thriller            ",6.2
The Conspiracy,2012,R,84,"Horror, Thriller            ",6.3
The Chase,1966,PG-13,134,"Crime, Drama, Thriller            ",7.1
Life in a Metro,2007,Not Rated,132,"Comedy, Drama, Musical            ",7.4
The Invisible Woman,2013,Not Rated,111,"Biography, Drama, History            ",6.1
Graveyard Shift,1990,Not Rated,86,Horror            ,4.9
In Love and War,1996,R,113,"Biography, Drama, Romance            ",5.9
The Man from Laramie,1955,TV-PG,103,"Drama, Western            ",7.3
Uppi 2,2015,Not Rated,135,"Action, Mystery, Thriller            ",7.9
Son of Sardaar,2012,R,141,"Action, Comedy, Romance            ",4.2
The Decameron,1971,PG-13,111,"Comedy, Drama, History            ",7.1
Poetry,2010,R,139,Drama            ,7.8
California Dreamin,2007,Approved,155,"Comedy, Drama, War            ",7.7
Wilbur Wants to Kill Himself,2002,R,109,"Comedy, Drama, Romance            ",6.8
Connie and Carla,2004,R,98,"Comedy, Crime, Music            ",6.2
Young Ones,2014,G,100,"Action, Drama, Romance            ",5.8
A Man and a Woman,1966,Unrated,102,"Drama, Romance            ",7.5
Mortal Thoughts,1991,Approved,103,"Mystery, Thriller            ",5.8
Until the End of the World,1991,PG,158,"Action, Drama, Sci-Fi            ",6.8
Ice Station Zebra,1968,Not Rated,148,"Adventure, Thriller            ",6.6
Real Gangsters,2013,PG,88,"Crime, Drama, Mystery            ",7.2
The Horse Soldiers,1959,Not Rated,120,"Adventure, Drama, Romance            ",7.1
War and Peace,1956,Not Rated,208,"Drama, Romance, War            ",6.7
Vaastav: The Reality,1999,R,145,"Action, Crime, Drama            ",8.0
Bed of Roses,1996,R,87,"Drama, Romance            ",6.1
Destiny,2006,Not Rated,103,Drama            ,7.8
Willow Creek,2013,R,80,"Horror, Mystery, Thriller            ",5.1
Day of Wrath,1943,Not Rated,110,"Drama, History            ",8.1
The Indian Runner,1991,Approved,127,Drama            ,6.9
Bellflower,2011,R,106,"Action, Drama, Romance            ",6.3
Chico & Rita,2010,Not Rated,94,"Animation, Crime, Drama            ",7.2
Bubble,2005,Not Rated,73,"Crime, Drama, Mystery            ",6.5
"Ivan the Terrible, Part I",1944,PG-13,95,"Biography, Drama, History            ",7.7
A Funny Thing Happened on the Way to the Forum,1966,Unrated,99,"Comedy, Musical            ",6.8
The Tao of Steve,2000,Passed,87,"Comedy, Drama, Romance            ",6.7
The Lodger: A Story of the London Fog,1927,R,92,"Crime, Drama, Mystery            ",7.3
Aparajito,1956,PG-13,110,Drama            ,8.2
Ladybugs,1992,Unrated,90,"Comedy, Sport            ",5.5
Chaar Sahibzaade,2014,Passed,135,"Animation, History            ",7.7
The Jazz Singer,1927,PG,88,"Drama, Music, Musical            ",6.4
The Last Kiss,2001,R,115,"Comedy, Drama, Romance            ",6.9
The Sorcerer and the White Snake,2011,G,102,"Action, Fantasy, Romance            ",5.8
Under the Sand,2000,R,92,"Drama, Mystery            ",7.0
Woman of the Year,1942,R,114,"Comedy, Drama, Romance            ",7.1
Hondo,1953,Not Rated,83,"Drama, Romance, War            ",7.0
Antonias Line,1995,R,102,"Comedy, Drama            ",7.4
Recess: Schools Out,2001,PG-13,82,"Animation, Adventure, Comedy            ",6.5
The Principal,1987,Not Rated,109,"Action, Crime, Drama            ",6.3
"Hello, My Name Is Doris",2015,R,90,"Comedy, Drama, Romance            ",6.6
Germany Year Zero,1948,Passed,78,"Drama, History, War            ",7.8
Misconduct,2016,R,106,"Crime, Drama, Mystery            ",5.3
Song One,2014,G,86,"Drama, Music, Romance            ",5.8
One-Eyed Jacks,1961,R,141,"Drama, Western            ",7.1
A Walk on the Moon,1999,PG-13,107,"Drama, Romance            ",6.6
This Island Earth,1955,R,86,"Horror, Mystery, Sci-Fi            ",5.9
Rudo y Cursi,2008,R,103,"Comedy, Drama, Sport            ",6.7
Pink Floyd: Live at Pompeii,1972,R,92,"Documentary, Music            ",8.6
Faces,1968,Not Rated,130,Drama            ,7.4
The Real McCoy,1993,PG,105,"Crime, Drama, Thriller            ",5.5
Mifune,1999,Not Rated,98,"Romance, Comedy, Drama            ",7.1
Grace,2009,R,85,"Drama, Horror, Thriller            ",5.2
M. Butterfly,1993,Not Rated,101,"Drama, Romance            ",6.7
In Bar,2007,Not Rated,92,"Crime, Drama, Thriller            ",7.0
La Cérémonie,1995,G,111,"Crime, Drama, Thriller            ",7.5
Not One Less,1999,Unrated,106,Drama            ,7.7
A Chinese Ghost Story,1987,Approved,98,"Action, Fantasy, Horror            ",7.4
The Mouse That Roared,1959,Approved,83,Comedy            ,6.9
The Desperate Hours,1955,R,112,"Crime, Drama, Film-Noir            ",7.5
Motel Hell,1980,R,101,"Comedy, Horror, Thriller            ",6.0
Freaky Deaky,2012,Passed,90,"Comedy, Crime, Thriller            ",5.8
White Zombie,1932,Not Rated,69,Horror            ,6.2
The Sword of Doom,1966,R,120,"Action, Drama            ",7.9
The King,2005,Not Rated,105,"Drama, Thriller            ",6.6
Drunken Angel,1948,M/PG,102,"Crime, Drama, Romance            ",7.6
The Prime of Miss Jean Brodie,1969,R,116,"Comedy, Drama, Romance            ",7.6
John Doe: Vigilante,2014,Not Rated,93,"Crime, Thriller            ",6.5
Table No. 21,2013,PG-13,108,"Adventure, Drama, Thriller            ",7.2
F/X2,1991,R,108,"Action, Thriller            ",5.9
The House of Yes,1997,R,85,"Comedy, Drama            ",6.5
Toolbox Murders,2004,PG-13,95,"Horror, Mystery, Thriller            ",5.3
The Pest,1997,PG-13,84,Comedy            ,4.8
Cherry 2000,1987,Not Rated,99,"Action, Adventure, Comedy            ",5.5
The Housemaid,2010,Not Rated,107,"Drama, Thriller            ",6.4
Woyzeck,1979,R,82,Drama            ,7.0
American Virgin,2009,Not Rated,88,Comedy            ,4.3
Diary of a Country Priest,1951,PG-13,95,Drama            ,7.8
Vexille,2007,PG-13,109,"Animation, Action, Sci-Fi            ",6.8
The Yellow Handkerchief,2008,R,102,"Adventure, Drama, Romance            ",6.7
The Alphabet Killer,2008,GP,98,"Crime, Mystery, Thriller            ",5.2
My Night at Mauds,1969,Passed,105,"Comedy, Drama, Romance            ",7.8
The Uninvited,1944,R,99,"Fantasy, Horror, Mystery            ",7.2
The Gathering,2002,Not Rated,92,"Horror, Thriller            ",5.6
Dark Blue Almost Black,2006,R,105,"Comedy, Drama, Romance            ",7.1
Dark Moon Rising,2015,PG,85,Fantasy            ,2.4
Wolfen,1981,Not Rated,115,"Horror, Thriller            ",6.3
Shooting Fish,1997,PG,103,"Comedy, Crime, Romance            ",6.5
Shahid,2012,PG-13,129,"Biography, Drama            ",8.2
My Neighbors the Yamadas,1999,PG,104,"Animation, Comedy, Family            ",7.1
Black Dog,1998,Not Rated,89,"Action, Crime, Drama            ",5.5
Matinee,1993,R,99,"Comedy, Drama            ",6.9
New Kids Nitro,2011,PG-13,77,"Action, Comedy            ",5.9
Bheja Fry,2007,R,95,"Comedy, Drama            ",7.6
Good Dick,2008,PG,86,"Comedy, Drama, Romance            ",6.3
Felicias Journey,1999,R,116,"Drama, Thriller            ",7.0
Virgin Territory,2007,R,97,"Adventure, Comedy, Romance            ",4.7
3 Ninjas Kick Back,1994,R,93,"Action, Comedy, Family            ",4.6
The General,1998,R,124,"Biography, Crime, Drama            ",7.2
Behzat Ç.: Seni Kalbime Gömdüm,2011,Not Rated,110,"Action, Crime, Mystery            ",7.5
The Returned,2013,R,98,"Crime, Drama, Horror            ",5.9
When a Stranger Calls,1979,R,97,"Mystery, Thriller            ",6.4
I Want Candy,2007,R,87,Comedy            ,5.3
Switch,1991,R,103,"Comedy, Fantasy            ",5.8
Cold Prey 2,2008,R,90,"Horror, Thriller            ",6.1
Serious Moonlight,2009,R,81,"Comedy, Crime, Drama            ",5.3
The Tracey Fragments,2007,R,77,Drama            ,6.0
When Father Was Away on Business,1985,PG,136,Drama            ,7.7
Tenderness,2009,PG-13,101,"Crime, Drama, Mystery            ",5.4
Gladiator,1992,PG,101,"Action, Drama, Sport            ",6.5
Theater of Blood,1973,R,104,"Comedy, Drama, Horror            ",7.1
Nowhere,1997,Approved,82,"Comedy, Drama, Sci-Fi            ",6.5
Hard Times,1975,PG-13,93,"Crime, Drama, Sport            ",7.2
Before and After,1996,R,108,"Crime, Drama, Mystery            ",6.1
Ill Be Home for Christmas,1998,Approved,86,"Comedy, Family            ",5.5
Palmetto,1998,Not Rated,114,"Crime, Drama, Mystery            ",6.1
Bedazzled,1967,Not Rated,103,"Comedy, Fantasy, Romance            ",6.8
Geronimo: An American Legend,1993,Approved,115,"Drama, History, Western            ",6.5
The Vicious Kind,2009,PG,92,"Comedy, Drama            ",6.8
The Man in the White Suit,1951,G,85,"Comedy, Drama, Sci-Fi            ",7.3
Jaane Bhi Do Yaaro,1983,Unrated,132,"Comedy, Crime, Drama            ",8.3
Salaam Bombay!,1988,Approved,113,"Crime, Drama            ",7.9
Kurtlar Vadisi: Filistin,2011,PG-13,105,"Action, Adventure, Drama            ",6.1
The Spiral Staircase,1946,PG,83,"Drama, Horror, Mystery            ",7.3
Ragtime,1981,G,155,Drama            ,7.3
Bambi II,2006,R,75,"Animation, Adventure, Drama            ",6.1
Lilies of the Field,1963,Not Rated,94,Drama            ,7.5
Vera Cruz,1954,PG,94,"Adventure, Drama, Western            ",7.0
Phoebe in Wonderland,2008,Not Rated,96,Drama            ,7.0
Seems Like Old Times,1980,G,102,"Comedy, Romance            ",6.7
Captains Courageous,1937,Not Rated,117,"Adventure, Drama, Family            ",7.9
Albino Alligator,1996,R,94,"Crime, Drama, Thriller            ",6.1
The New York Ripper,1982,PG,85,"Horror, Mystery, Thriller            ",6.3
Glen or Glenda,1953,PG-13,65,Drama            ,4.2
Mardaani,2014,R,113,"Action, Crime, Drama            ",7.3
Chisum,1970,R,111,"Biography, Drama, Western            ",6.8
The Addiction,1995,PG,82,"Drama, Horror            ",6.4
Anthony Zimmer,2005,Not Rated,89,"Crime, Drama, Romance            ",6.5
A Man Called Horse,1970,R,114,"Adventure, Drama, Western            ",6.8
A Soldiers Story,1984,R,101,"Crime, Drama, Mystery            ",7.2
Blankman,1994,PG-13,92,"Action, Comedy, Crime            ",5.0
Dont Move,2004,PG-13,125,"Drama, Romance            ",7.0
The Dreamlife of Angels,1998,R,113,Drama            ,7.4
Volunteers,1985,PG,107,"Adventure, Comedy            ",5.5
The Frisco Kid,1979,PG-13,119,"Adventure, Comedy, Drama            ",6.3
Hamilton: In the Interest of the Nation,2012,R,109,"Action, Drama, Thriller            ",6.3
Strange Magic,2015,PG,99,"Animation, Adventure, Comedy            ",5.7
Stitches,2012,R,86,"Comedy, Horror            ",5.7
King of the Doormen,1976,R,84,"Comedy, Drama            ",8.4
The Wood,1999,R,106,"Comedy, Drama, Romance            ",7.0
Tin Men,1987,PG,112,"Comedy, Drama            ",6.6
Open Season 3,2010,PG,75,"Animation, Adventure, Comedy            ",5.0
Asterix the Gaul,1967,R,68,"Animation, Action, Adventure            ",6.6
Burnt Offerings,1976,R,116,"Horror, Mystery, Thriller            ",6.4
"When I Grow Up, Ill Be a Kangaroo",2004,GP,92,Comedy            ,8.4
Better Than Chocolate,1999,PG-13,101,"Comedy, Drama, Romance            ",6.1
Performance,1970,Not Rated,105,"Crime, Drama            ",6.7
The Cat o Nine Tails,1971,R,112,"Horror, Mystery, Thriller            ",6.6
Alien Autopsy,2006,PG-13,95,"Biography, Comedy, Sci-Fi            ",5.9
Ring 0: Birthday,2000,Not Rated,99,"Horror, Mystery, Thriller            ",6.0
Hacivat Karagöz Neden Öldürüldü?,2006,Unrated,135,"Comedy, Drama, History            ",7.5
Death of a President,2006,PG,97,"Crime, Drama, Mystery            ",6.3
The Legend of Billie Jean,1985,Unrated,96,"Action, Drama            ",6.6
The Hound of the Baskervilles,1959,Not Rated,87,"Horror, Mystery            ",6.9
The Navigator,1924,R,59,"Action, Comedy, Romance            ",7.6
Hoot,2006,Not Rated,91,"Adventure, Comedy, Family            ",5.5
The Beast of Yucca Flats,1961,R,54,"Horror, Sci-Fi            ",1.9
LOL (Laughing Out Loud),2008,R,103,"Comedy, Romance            ",6.2
Terror Train,1980,Not Rated,97,"Horror, Mystery, Thriller            ",5.8
La casa muda,2010,Unrated,86,"Drama, Horror, Mystery            ",5.3
Other Peoples Money,1991,R,103,"Comedy, Drama, Romance            ",6.2
Breathless,1983,R,100,"Action, Drama, Romance            ",5.9
The Round Up,2010,PG,115,"Drama, History, War            ",7.0
The Bride Wore Black,1968,Not Rated,107,"Crime, Drama, Mystery            ",7.2
Class of 1984,1982,Not Rated,98,"Action, Crime, Drama            ",6.5
Punchline,1988,PG-13,128,"Comedy, Drama, Romance            ",5.9
House Arrest,1996,R,108,"Comedy, Family            ",5.8
The Truth About Emanuel,2013,R,95,"Drama, Thriller            ",6.0
